S1,S2,S3,S4,S5,S6,S7,S8
1.008797856,1.00980318,1.017833992,1.003267011,1.004893491,1.028182903,1.004495314,1.020261398
1.008342457,1.009549504,1.017634065,1.002395683,1.004893491,1.028346207,1.005169813,1.020092208
1.007887095,1.009600234,1.017484146,1.002395683,1.004670998,1.028400646,1.005169813,1.020042632
1.007887095,1.009600234,1.017634065,1.002177865,1.004226031,1.02829177,1.005169813,1.02000757
1.007280003,1.009600234,1.01758409,1.002395683,1.004226031,1.02829177,1.004495314,1.01990362
1.007280003,1.009448048,1.017734024,1.002395683,1.003336166,1.028182903,1.004944974,1.019735961
1.00712824,1.009498775,1.017784007,1.002613506,1.003336166,1.028019617,1.004720141,1.019458938
1.007280003,1.009498775,1.017833992,1.001960053,1.002668829,1.02785635,1.004495314,1.019293445
1.006824727,1.009549504,1.017933971,1.001960053,1.002001543,1.027747516,1.003596063,1.019068278
1.006369487,1.009701703,1.018133958,1.002177865,1.001556715,1.027638691,1.003820867,1.019016435
1.006066015,1.009549504,1.018283975,1.002395683,1.001111911,1.027693103,1.003596063,1.018847659
1.005914285,1.009498775,1.018133958,1.002613506,1.001556715,1.027693103,1.003146474,1.018750816
1.005307405,1.009194447,1.01803396,1.00304917,1.001779126,1.027747516,1.003596063,1.018640296
1.005459119,1.008940901,1.01788398,1.002613506,1.002001543,1.027747516,1.004045677,1.018754803
1.005307405,1.008586026,1.017684043,1.002613506,1.001556715,1.027584281,1.003820867,1.018475098
1.00500399,1.008281932,1.01733425,1.002395683,1.002446394,1.027584281,1.003596063,1.018477112
1.004852289,1.008129914,1.017084473,1.002613506,1.002223966,1.027421065,1.003820867,1.018251042
1.003942166,1.007876593,1.016784823,1.002395683,1.002223966,1.027312265,1.003820867,1.018148018
1.003638824,1.007522036,1.016435345,1.002613506,1.002223966,1.027094689,1.004045677,1.018121786
1.003638824,1.007420753,1.016335517,1.002395683,1.001779126,1.026768389,1.004045677,1.017908817
1.003183843,1.007319479,1.016235699,1.001960053,1.001556715,1.02649653,1.003371266,1.017799453
1.002880542,1.007066331,1.016335517,1.001524446,1.000889517,1.026279081,1.002022601,1.017631036
1.003183843,1.006762625,1.016285607,1.002395683,1.001111911,1.026170369,1.001573093,1.01752009
1.00348716,1.006408399,1.016285607,1.002177865,1.00133431,1.026061665,1.000898875,1.017351579
